word:let' start_time:0:0 end_time:0:1
word:often start_time:0:47 end_time:0:47
word:time start_time:0:47 end_time:0:47
word:you start_time:0:47 end_time:0:47
word:know start_time:0:47 end_time:0:48
word:if start_time:0:48 end_time:0:48
word:you start_time:0:48 end_time:0:48
word:want start_time:0:48 end_time:0:48
word:to start_time:0:48 end_time:0:48
word:have start_time:0:48 end_time:0:48
word:a start_time:0:48 end_time:0:48
word:variabl start_time:0:48 end_time:0:49
word:for start_time:0:49 end_time:0:49
word:matrix start_time:0:49 end_time:0:49
word:you start_time:0:49 end_time:0:50
word:use start_time:0:50 end_time:0:50
word:a start_time:0:50 end_time:0:50
word:capit start_time:0:50 end_time:0:51
word:letter start_time:0:51 end_time:0:51
word:so start_time:0:51 end_time:0:51
word:you start_time:0:51 end_time:0:52
word:know start_time:0:52 end_time:0:52
word:to start_time:0:52 end_time:0:52
word:use start_time:0:52 end_time:0:52
word:a start_time:0:52 end_time:0:52
word:capit start_time:0:52 end_time:0:52
word:A start_time:0:52 end_time:0:53
word:and start_time:0:53 end_time:0:53
word:sometim start_time:0:53 end_time:0:54
word:in start_time:0:54 end_time:0:54
word:some start_time:0:54 end_time:0:54
word:book start_time:0:54 end_time:0:54
word:that start_time:0:54 end_time:0:54
word:make start_time:0:54 end_time:0:54
word:an start_time:0:54 end_time:0:55
word:extra start_time:0:55 end_time:0:55
word:bowl start_time:0:55 end_time:0:55
word:day start_time:0:55 end_time:0:56
word:would start_time:0:56 end_time:0:57
word:be start_time:0:57 end_time:0:57
word:a start_time:0:57 end_time:0:57
word:matrix start_time:0:57 end_time:0:58
word:notat start_time:0:58 end_time:0:59
word:so start_time:0:59 end_time:1:1
word:they start_time:1:1 end_time:1:2
word:would start_time:1:2 end_time:1:2
word:call start_time:1:2 end_time:1:2
word:thi start_time:1:2 end_time:1:3
word:matrix start_time:1:3 end_time:1:3
word:are start_time:1:3 end_time:1:3
word:we start_time:1:3 end_time:1:3
word:would start_time:1:3 end_time:1:3
word:call start_time:1:3 end_time:1:4
word:thi start_time:1:4 end_time:1:4
word:matrix start_time:1:4 end_time:1:4
word:just start_time:1:4 end_time:1:4
word:by start_time:1:4 end_time:1:5
word:convent start_time:1:5 end_time:1:5
word:you start_time:1:5 end_time:1:6
word:would start_time:1:6 end_time:1:6
word:call start_time:1:6 end_time:1:6
word:thi start_time:1:6 end_time:1:6
word:a start_time:1:6 end_time:1:7
word:2 start_time:1:7 end_time:1:7
word:by start_time:1:7 end_time:1:7
word:3 start_time:1:7 end_time:1:7
word:matrix start_time:1:7 end_time:1:8
word:and start_time:1:8 end_time:1:9
word:sometim start_time:1:9 end_time:1:9
word:actual start_time:1:9 end_time:1:9
word:write start_time:1:9 end_time:1:10
word:it start_time:1:10 end_time:1:10
word:to start_time:1:10 end_time:1:11
word:buy start_time:1:11 end_time:1:11
word:3 start_time:1:11 end_time:1:12
word:below start_time:1:12 end_time:1:13
word:the start_time:1:13 end_time:1:13
word:bold start_time:1:13 end_time:1:13
word:letter start_time:1:13 end_time:1:14
word:they start_time:1:14 end_time:1:14
word:use start_time:1:14 end_time:1:14
word:to start_time:1:14 end_time:1:14
word:repres start_time:1:14 end_time:1:15
word:a start_time:1:15 end_time:1:15
word:matrix start_time:1:15 end_time:1:15
word:and start_time:1:15 end_time:1:15
word:what start_time:1:15 end_time:1:15
word:is start_time:1:15 end_time:1:15
word:2 start_time:1:15 end_time:1:16
word:+ start_time:1:16 end_time:1:16
word:what start_time:1:16 end_time:1:16
word:is start_time:1:16 end_time:1:16
word:3 start_time:1:16 end_time:1:16
word:equal start_time:1:16 end_time:1:17
word:to start_time:1:17 end_time:1:17
word:as start_time:1:17 end_time:1:18
word:a start_time:1:18 end_time:1:18
word:number start_time:1:18 end_time:1:18
word:of start_time:1:18 end_time:1:18
word:row start_time:1:18 end_time:1:19
word:right start_time:1:19 end_time:1:19
word:one start_time:1:19 end_time:1:19
word:row start_time:1:19 end_time:1:19
word:to start_time:1:19 end_time:1:19
word:write start_time:1:19 end_time:1:20
word:thi start_time:1:20 end_time:1:20
word:is start_time:1:20 end_time:1:20
word:a start_time:1:20 end_time:1:20
word:row start_time:1:20 end_time:1:20
word:thi start_time:1:20 end_time:1:21
word:is start_time:1:21 end_time:1:21
word:a start_time:1:21 end_time:1:21
word:row start_time:1:21 end_time:1:21
word:and start_time:1:21 end_time:1:22
word:we start_time:1:22 end_time:1:22
word:have start_time:1:22 end_time:1:22
word:three start_time:1:22 end_time:1:22
word:column start_time:1:22 end_time:1:23
word:1 start_time:1:23 end_time:1:23
word:2 start_time:1:23 end_time:1:24
word:3 start_time:1:24 end_time:1:24
word:so start_time:1:24 end_time:1:25
word:that' start_time:1:25 end_time:1:25
word:whi start_time:1:25 end_time:1:25
word:it' start_time:1:25 end_time:1:26
word:call start_time:1:26 end_time:1:26
word:a start_time:1:26 end_time:1:26
word:2 start_time:1:26 end_time:1:26
word:by start_time:1:26 end_time:1:26
word:3 start_time:1:26 end_time:1:26
word:matrix start_time:1:26 end_time:1:27
word:when start_time:1:27 end_time:1:27
word:you start_time:1:27 end_time:1:27
word:say start_time:1:27 end_time:1:27
word:you start_time:1:27 end_time:1:28
word:know start_time:1:28 end_time:1:28
word:if start_time:1:28 end_time:1:28
word:if start_time:1:28 end_time:1:29
word:I start_time:1:29 end_time:1:29
word:say start_time:1:29 end_time:1:29
word:if start_time:1:29 end_time:1:30
word:I start_time:1:30 end_time:1:30
word:said start_time:1:30 end_time:1:30
word:that start_time:1:30 end_time:1:31
word:I start_time:1:31 end_time:1:31
word:do start_time:1:31 end_time:1:32
word:extra start_time:1:32 end_time:1:32
word:bold start_time:1:32 end_time:1:33
word:if start_time:1:33 end_time:1:34
word:B start_time:1:34 end_time:1:34
word:is start_time:1:34 end_time:1:34
word:a start_time:1:34 end_time:1:35
word:5 start_time:1:35 end_time:1:35
word:by start_time:1:35 end_time:1:36
word:2 start_time:1:36 end_time:1:36
word:matrix start_time:1:36 end_time:1:36
word:that start_time:1:36 end_time:1:37
word:mean start_time:1:37 end_time:1:38
word:that start_time:1:38 end_time:1:38
word:be start_time:1:38 end_time:1:38
word:what start_time:1:39 end_time:1:40
word:have start_time:1:40 end_time:1:40
word:I start_time:1:40 end_time:1:41
word:could start_time:1:41 end_time:1:41
word:limit start_time:1:41 end_time:1:42
word:one start_time:1:42 end_time:1:42
word:I start_time:1:42 end_time:1:43
word:wa start_time:1:43 end_time:1:43
word:type start_time:1:43 end_time:1:43
word:number start_time:1:43 end_time:1:43
word:0 start_time:1:43 end_time:1:44
word:- start_time:1:44 end_time:1:45
word:510 start_time:1:45 end_time:1:46
word:and start_time:1:46 end_time:1:48
word:it start_time:1:48 end_time:1:48
word:ha start_time:1:48 end_time:1:48
word:two start_time:1:48 end_time:1:48
word:foot start_time:1:48 end_time:1:49
word:ha start_time:1:49 end_time:1:49
word:five start_time:1:49 end_time:1:49
word:row start_time:1:49 end_time:1:50
word:as start_time:1:50 end_time:1:50
word:two start_time:1:50 end_time:1:51
word:column start_time:1:51 end_time:1:51
word:and start_time:1:51 end_time:1:51
word:have start_time:1:51 end_time:1:51
word:anoth start_time:1:51 end_time:1:51
word:column start_time:1:51 end_time:1:52
word:here start_time:1:52 end_time:1:52
word:so start_time:1:52 end_time:1:52
word:she start_time:1:52 end_time:1:52
word:might start_time:1:52 end_time:1:53
word:is start_time:1:53 end_time:1:53
word:10/3 start_time:1:53 end_time:1:54
word:i'm start_time:1:54 end_time:1:55
word:just start_time:1:55 end_time:1:55
word:put start_time:1:55 end_time:1:55
word:a start_time:1:55 end_time:1:55
word:random start_time:1:55 end_time:1:55
word:number start_time:1:55 end_time:1:56
word:0 start_time:1:56 end_time:1:56
word:7 start_time:1:56 end_time:1:56
word:2 start_time:1:56 end_time:1:58
word:pi start_time:1:59 end_time:2:0
word:that start_time:2:2 end_time:2:3
word:is start_time:2:3 end_time:2:3
word:a start_time:2:3 end_time:2:3
word:5 start_time:2:3 end_time:2:4
word:by start_time:2:4 end_time:2:4
word:2 start_time:2:4 end_time:2:5
word:matrix start_time:2:5 end_time:2:5
word:all start_time:2:5 end_time:2:8
word:the start_time:2:8 end_time:2:8
word:matrix start_time:2:8 end_time:2:8
word:is start_time:2:8 end_time:2:9
word:a start_time:2:9 end_time:2:9
word:tabl start_time:2:9 end_time:2:9
word:of start_time:2:9 end_time:2:9
word:number start_time:2:9 end_time:2:10
word:you start_time:2:10 end_time:2:10
word:can start_time:2:10 end_time:2:10
word:repres start_time:2:10 end_time:2:11
word:it start_time:2:11 end_time:2:11
word:when start_time:2:11 end_time:2:12
word:you'r start_time:2:12 end_time:2:12
word:do start_time:2:12 end_time:2:12
word:it start_time:2:12 end_time:2:12
word:in start_time:2:12 end_time:2:13
word:variabl start_time:2:13 end_time:2:13
word:for start_time:2:13 end_time:2:13
word:me start_time:2:13 end_time:2:13
word:repres start_time:2:13 end_time:2:14
word:as start_time:2:14 end_time:2:14
word:a start_time:2:14 end_time:2:14
word:bold-fac start_time:2:14 end_time:2:15
word:capit start_time:2:15 end_time:2:15
word:letter start_time:2:15 end_time:2:16
word:sometim start_time:2:16 end_time:2:16
word:you'd start_time:2:16 end_time:2:16
word:write start_time:2:16 end_time:2:16
word:a start_time:2:16 end_time:2:17
word:2 start_time:2:17 end_time:2:17
word:by start_time:2:17 end_time:2:17
word:3 start_time:2:17 end_time:2:17
word:there start_time:2:17 end_time:2:18
word:and start_time:2:18 end_time:2:19
word:you start_time:2:19 end_time:2:19
word:can start_time:2:19 end_time:2:19
word:actual start_time:2:19 end_time:2:19
word:refer start_time:2:19 end_time:2:20
word:the start_time:2:20 end_time:2:20
word:term start_time:2:20 end_time:2:20
word:of start_time:2:20 end_time:2:20
word:thi start_time:2:20 end_time:2:22
word:exampl start_time:2:22 end_time:2:22
word:the start_time:2:22 end_time:2:23
word:top start_time:2:23 end_time:2:23
word:exampl start_time:2:23 end_time:2:23
word:that start_time:2:23 end_time:2:24
word:matrix start_time:2:24 end_time:2:24
word:a start_time:2:24 end_time:2:24
word:if start_time:2:24 end_time:2:25
word:someon start_time:2:25 end_time:2:26
word:might start_time:2:26 end_time:2:27
word:save start_time:2:27 end_time:2:28
word:thi start_time:2:28 end_time:2:28
word:thi start_time:2:28 end_time:2:28
word:element start_time:2:28 end_time:2:29
word:of start_time:2:29 end_time:2:29
word:the start_time:2:29 end_time:2:29
word:matrix start_time:2:29 end_time:2:30
word:so start_time:2:31 end_time:2:31
word:what start_time:2:31 end_time:2:32
word:is start_time:2:32 end_time:2:32
word:that start_time:2:32 end_time:2:32
word:that start_time:2:32 end_time:2:32
word:is start_time:2:32 end_time:2:32
word:in start_time:2:32 end_time:2:33
word:the start_time:2:33 end_time:2:33
word:second start_time:2:33 end_time:2:34
word:row start_time:2:34 end_time:2:34
word:it' start_time:2:34 end_time:2:35
word:in start_time:2:35 end_time:2:35
word:row start_time:2:35 end_time:2:35
word:too start_time:2:35 end_time:2:35
word:and start_time:2:35 end_time:2:36
word:it' start_time:2:36 end_time:2:36
word:in start_time:2:36 end_time:2:36
word:column start_time:2:36 end_time:2:37
word:to start_time:2:37 end_time:2:37
word:write start_time:2:37 end_time:2:37
word:thi start_time:2:37 end_time:2:38
word:is start_time:2:38 end_time:2:38
word:column start_time:2:38 end_time:2:38
word:1 start_time:2:38 end_time:2:38
word:thi start_time:2:38 end_time:2:39
word:is start_time:2:39 end_time:2:39
word:call start_time:2:39 end_time:2:39
word:him start_time:2:39 end_time:2:39
word:to start_time:2:39 end_time:2:39
word:hi start_time:2:39 end_time:2:40
word:real start_time:2:40 end_time:2:40
word:one start_time:2:40 end_time:2:40
word:road start_time:2:40 end_time:2:41
word:too start_time:2:41 end_time:2:41
word:so start_time:2:41 end_time:2:41
word:it' start_time:2:41 end_time:2:41
word:in start_time:2:41 end_time:2:41
word:the start_time:2:41 end_time:2:42
word:second start_time:2:42 end_time:2:42
word:row start_time:2:42 end_time:2:42
word:second start_time:2:42 end_time:2:43
word:column start_time:2:43 end_time:2:43
word:so start_time:2:43 end_time:2:44
word:sometim start_time:2:44 end_time:2:45
word:peopl start_time:2:45 end_time:2:45
word:will start_time:2:45 end_time:2:45
word:write start_time:2:45 end_time:2:45
word:that start_time:2:45 end_time:2:45
word:a start_time:2:45 end_time:2:46
word:and start_time:2:48 end_time:2:49
word:i'll start_time:2:49 end_time:2:49
word:write start_time:2:49 end_time:2:49
word:you start_time:2:49 end_time:2:50
word:know start_time:2:50 end_time:2:50
word:too, start_time:2:50 end_time:2:51
word:too start_time:2:51 end_time:2:52
word:is start_time:2:54 end_time:2:54
word:equal start_time:2:54 end_time:2:55
word:to start_time:2:55 end_time:2:55
word:0 start_time:2:55 end_time:2:56
word:or start_time:2:57 end_time:2:57
word:they start_time:2:57 end_time:2:57
word:might start_time:2:57 end_time:2:58
word:write start_time:2:58 end_time:2:58
word:sometim start_time:2:58 end_time:2:58
word:I start_time:2:58 end_time:2:59
word:write start_time:2:59 end_time:2:59
word:a start_time:2:59 end_time:2:59
word:lowercas start_time:2:59 end_time:2:59
word:a start_time:2:59 end_time:3:0
word:two, start_time:3:0 end_time:3:2
word:two start_time:3:2 end_time:3:2
word:is start_time:3:2 end_time:3:3
word:equal start_time:3:3 end_time:3:3
word:to start_time:3:3 end_time:3:3
word:0 start_time:3:3 end_time:3:4
word:and start_time:3:4 end_time:3:4
word:you start_time:3:4 end_time:3:4
word:know start_time:3:4 end_time:3:5
word:what start_time:3:5 end_time:3:6
word:what start_time:3:6 end_time:3:6
word:is start_time:3:6 end_time:3:6
word:a start_time:3:6 end_time:3:6
word:these start_time:3:8 end_time:3:9
word:are start_time:3:9 end_time:3:9
word:just start_time:3:9 end_time:3:9
word:the start_time:3:9 end_time:3:10
word:same start_time:3:10 end_time:3:10
word:thing start_time:3:10 end_time:3:10
word:i'm start_time:3:10 end_time:3:10
word:just start_time:3:10 end_time:3:10
word:do start_time:3:10 end_time:3:11
word:thi start_time:3:11 end_time:3:11
word:to start_time:3:11 end_time:3:11
word:expos start_time:3:11 end_time:3:11
word:you start_time:3:11 end_time:3:12
word:to start_time:3:12 end_time:3:12
word:the start_time:3:12 end_time:3:12
word:notat start_time:3:12 end_time:3:13
word:cuz start_time:3:13 end_time:3:13
word:a start_time:3:13 end_time:3:13
word:lot start_time:3:13 end_time:3:13
word:of start_time:3:13 end_time:3:13
word:thi start_time:3:13 end_time:3:13
word:realli start_time:3:13 end_time:3:13
word:is start_time:3:13 end_time:3:14
word:just start_time:3:14 end_time:3:14
word:notat start_time:3:14 end_time:3:14
word:so start_time:3:14 end_time:3:15
word:what start_time:3:15 end_time:3:15
word:is start_time:3:15 end_time:3:15
word:a start_time:3:15 end_time:3:15
word:1 start_time:3:15 end_time:3:17
word:, start_time:3:18 end_time:3:18
word:three start_time:3:18 end_time:3:19
word:what start_time:3:19 end_time:3:21
word:that start_time:3:21 end_time:3:21
word:mean start_time:3:21 end_time:3:21
word:we'r start_time:3:21 end_time:3:21
word:in start_time:3:21 end_time:3:21
word:the start_time:3:21 end_time:3:21
word:first start_time:3:21 end_time:3:22
word:row start_time:3:22 end_time:3:22
word:the start_time:3:22 end_time:3:23
word:third, start_time:3:23 end_time:3:23
word:first start_time:3:23 end_time:3:24
word:row start_time:3:24 end_time:3:24
word:1 start_time:3:24 end_time:3:24
word:2 start_time:3:24 end_time:3:24
word:3 start_time:3:24 end_time:3:25
word:it' start_time:3:25 end_time:3:25
word:thi start_time:3:25 end_time:3:25
word:valu start_time:3:25 end_time:3:25
word:right start_time:3:25 end_time:3:26
word:here start_time:3:26 end_time:3:26
word:so start_time:3:26 end_time:3:27
word:that start_time:3:27 end_time:3:27
word:equal start_time:3:27 end_time:3:27
word:to start_time:3:27 end_time:3:27
word:so start_time:3:27 end_time:3:28
word:thi start_time:3:28 end_time:3:28
word:is start_time:3:28 end_time:3:28
word:just start_time:3:28 end_time:3:28
word:all start_time:3:28 end_time:3:29
word:of start_time:3:29 end_time:3:29
word:a start_time:3:29 end_time:3:29
word:nation start_time:3:29 end_time:3:29
word:of start_time:3:29 end_time:3:29
word:what start_time:3:29 end_time:3:30
word:a start_time:3:30 end_time:3:30
word:matrix start_time:3:30 end_time:3:31
word:is start_time:3:31 end_time:3:31
word:is start_time:3:31 end_time:3:31
word:the start_time:3:31 end_time:3:31
word:tabl start_time:3:31 end_time:3:31
word:of start_time:3:31 end_time:3:31
word:number start_time:3:31 end_time:3:32
word:can start_time:3:32 end_time:3:32
word:be start_time:3:32 end_time:3:32
word:repres start_time:3:32 end_time:3:32
word:thi start_time:3:32 end_time:3:32
word:way start_time:3:32 end_time:3:33
word:we start_time:3:33 end_time:3:33
word:can start_time:3:33 end_time:3:33
word:repres start_time:3:33 end_time:3:33
word:it' start_time:3:33 end_time:3:34
word:differ start_time:3:34 end_time:3:34
word:element start_time:3:34 end_time:3:34
word:that start_time:3:34 end_time:3:34
word:way start_time:3:34 end_time:3:35
word:so start_time:3:35 end_time:3:36
word:you start_time:3:36 end_time:3:36
word:might start_time:3:36 end_time:3:36
word:be start_time:3:36 end_time:3:36
word:ask start_time:3:36 end_time:3:37
word:sal start_time:3:37 end_time:3:38
word:well start_time:3:38 end_time:3:38
word:that' start_time:3:38 end_time:3:38
word:nice start_time:3:38 end_time:3:39
word:a start_time:3:39 end_time:3:39
word:tabl start_time:3:39 end_time:3:39
word:of start_time:3:39 end_time:3:39
word:number start_time:3:39 end_time:3:40
word:with start_time:3:40 end_time:3:40
word:fanci start_time:3:40 end_time:3:40
word:word start_time:3:40 end_time:3:41
word:and start_time:3:41 end_time:3:41
word:fanci start_time:3:41 end_time:3:41
word:notat start_time:3:41 end_time:3:42
word:but start_time:3:42 end_time:3:42
word:what start_time:3:42 end_time:3:42
word:is start_time:3:42 end_time:3:42
word:good start_time:3:42 end_time:3:42
word:for start_time:3:42 end_time:3:42
word:and start_time:3:42 end_time:3:43
word:that' start_time:3:43 end_time:3:43
word:the start_time:3:43 end_time:3:44
word:interest start_time:3:44 end_time:3:44
word:point start_time:3:44 end_time:3:45
word:a start_time:3:45 end_time:3:45
word:matrix start_time:3:45 end_time:3:46
word:is start_time:3:46 end_time:3:46
word:just start_time:3:46 end_time:3:46
word:a start_time:3:46 end_time:3:46
word:data start_time:3:46 end_time:3:47
word:represent start_time:3:47 end_time:3:47
word:is start_time:3:47 end_time:3:48
word:just start_time:3:48 end_time:3:48
word:a start_time:3:48 end_time:3:48
word:way start_time:3:48 end_time:3:48
word:of start_time:3:48 end_time:3:49
word:writing. start_time:3:49 end_time:3:50
word:daytim start_time:3:50 end_time:3:50
word:that' start_time:3:50 end_time:3:50
word:all start_time:3:50 end_time:3:50
word:it start_time:3:50 end_time:3:51
word:is start_time:3:51 end_time:3:51
word:is start_time:3:51 end_time:3:51
word:it' start_time:3:51 end_time:3:51
word:a start_time:3:51 end_time:3:51
word:tabl start_time:3:51 end_time:3:51
word:number start_time:3:51 end_time:3:52
word:can start_time:3:52 end_time:3:53
word:be start_time:3:53 end_time:3:53
word:use start_time:3:53 end_time:3:53
word:to start_time:3:53 end_time:3:54
word:repres start_time:3:54 end_time:3:54
word:a start_time:3:54 end_time:3:55
word:whole start_time:3:55 end_time:3:55
word:set start_time:3:55 end_time:3:55
word:of start_time:3:55 end_time:3:55
word:phenomena start_time:3:55 end_time:3:56
word:if start_time:3:56 end_time:3:56
word:you'r start_time:3:56 end_time:3:56
word:do start_time:3:56 end_time:3:57
word:thi start_time:3:57 end_time:3:57
word:and start_time:3:57 end_time:3:57
word:your start_time:3:57 end_time:3:58
word:algebra start_time:3:58 end_time:3:59
word:1 start_time:3:59 end_time:3:59
word:and start_time:3:59 end_time:3:59
word:algebra start_time:3:59 end_time:3:59
word:2 start_time:3:59 end_time:3:59
word:class start_time:3:59 end_time:4:0
word:you'r start_time:4:0 end_time:4:0
word:probabl start_time:4:0 end_time:4:0
word:use start_time:4:0 end_time:4:1
word:it start_time:4:1 end_time:4:1
word:to start_time:4:1 end_time:4:1
word:repres start_time:4:1 end_time:4:1
word:linear start_time:4:1 end_time:4:1
word:equat start_time:4:1 end_time:4:2
word:but start_time:4:2 end_time:4:2
word:will start_time:4:2 end_time:4:3
word:learn start_time:4:3 end_time:4:3
word:later start_time:4:3 end_time:4:3
word:that start_time:4:3 end_time:4:3
word:it start_time:4:3 end_time:4:4
word:and start_time:4:4 end_time:4:4
word:i'll start_time:4:4 end_time:4:5
word:do start_time:4:5 end_time:4:5
word:a start_time:4:5 end_time:4:5
word:whole start_time:4:5 end_time:4:6
word:set start_time:4:6 end_time:4:6
word:of start_time:4:6 end_time:4:6
word:video start_time:4:6 end_time:4:6
word:on start_time:4:6 end_time:4:6
word:non-play start_time:4:6 end_time:4:7
word:matric start_time:4:7 end_time:4:7
word:to start_time:4:7 end_time:4:8
word:a start_time:4:8 end_time:4:8
word:whole start_time:4:8 end_time:4:8
word:bunch start_time:4:8 end_time:4:8
word:of start_time:4:8 end_time:4:8
word:differ start_time:4:8 end_time:4:8
word:thing start_time:4:8 end_time:4:9
word:but start_time:4:9 end_time:4:9
word:it start_time:4:9 end_time:4:9
word:can start_time:4:9 end_time:4:9
word:repres start_time:4:9 end_time:4:9
word:it' start_time:4:9 end_time:4:10
word:veri start_time:4:10 end_time:4:10
word:power start_time:4:10 end_time:4:11
word:in start_time:4:11 end_time:4:11
word:in start_time:4:11 end_time:4:12
word:if start_time:4:12 end_time:4:12
word:you start_time:4:12 end_time:4:13
word:are start_time:4:13 end_time:4:13
word:if start_time:4:13 end_time:4:13
word:you'r start_time:4:13 end_time:4:13
word:do start_time:4:13 end_time:4:13
word:on start_time:4:13 end_time:4:14
word:comput start_time:4:14 end_time:4:14
word:graphic start_time:4:14 end_time:4:15
word:a start_time:4:15 end_time:4:15
word:matrix start_time:4:15 end_time:4:15
word:is start_time:4:15 end_time:4:15
word:the start_time:4:15 end_time:4:16
word:element start_time:4:16 end_time:4:16
word:can start_time:4:16 end_time:4:16
word:repres start_time:4:16 end_time:4:16
word:pixel start_time:4:16 end_time:4:17
word:on start_time:4:17 end_time:4:17
word:your start_time:4:17 end_time:4:17
word:screen start_time:4:17 end_time:4:18
word:they start_time:4:18 end_time:4:18
word:can start_time:4:18 end_time:4:18
word:repres start_time:4:18 end_time:4:19
word:point start_time:4:19 end_time:4:19
word:in start_time:4:19 end_time:4:19
word:coordin start_time:4:19 end_time:4:20
word:basic start_time:4:20 end_time:4:20
word:repres start_time:4:20 end_time:4:21
word:a start_time:4:21 end_time:4:28
word:natur start_time:4:28 end_time:4:28
word:phenomenon start_time:4:28 end_time:4:29
word:it' start_time:4:29 end_time:4:29
word:not start_time:4:29 end_time:4:29
word:like start_time:4:29 end_time:4:30
