word:let's start_time:0:0 end_time:0:0
word:fuel start_time:1:14 end_time:1:14
word:our start_time:1:14 end_time:1:14
word:body start_time:1:14 end_time:1:15
word:you start_time:1:15 end_time:1:15
word:saw start_time:1:15 end_time:1:15
word:that start_time:1:15 end_time:1:15
word:in start_time:1:15 end_time:1:15
word:the start_time:1:15 end_time:1:15
word:cellular start_time:1:15 end_time:1:16
word:respiration start_time:1:16 end_time:1:16
word:videos start_time:1:16 end_time:1:17
word:we start_time:1:17 end_time:1:18
word:generate start_time:1:18 end_time:1:18
word:Oliver start_time:1:18 end_time:1:18
word:ATP start_time:1:18 end_time:1:19
word:by start_time:1:19 end_time:1:20
word:performing start_time:1:20 end_time:1:21
word:cellular start_time:1:21 end_time:1:21
word:respiration start_time:1:21 end_time:1:22
word:on start_time:1:22 end_time:1:22
word:glucose start_time:1:22 end_time:1:23
word:which start_time:1:23 end_time:1:23
word:is start_time:1:23 end_time:1:23
word:essentially start_time:1:23 end_time:1:23
word:a start_time:1:23 end_time:1:23
word:by-product start_time:1:23 end_time:1:24
word:or start_time:1:24 end_time:1:24
word:a start_time:1:24 end_time:1:25
word:broken-down start_time:1:25 end_time:1:25
word:a start_time:1:25 end_time:1:26
word:carbohydrate start_time:1:26 end_time:1:27
word:is start_time:1:27 end_time:1:27
word:the start_time:1:27 end_time:1:27
word:simplest start_time:1:27 end_time:1:27
word:one start_time:1:27 end_time:1:28
word:for start_time:1:28 end_time:1:28
word:us start_time:1:28 end_time:1:28
word:to start_time:1:28 end_time:1:28
word:process start_time:1:28 end_time:1:29
word:in start_time:1:29 end_time:1:29
word:our start_time:1:29 end_time:1:29
word:in start_time:1:29 end_time:1:30
word:cellular start_time:1:30 end_time:1:30
word:respiration start_time:1:30 end_time:1:30
word:in start_time:1:30 end_time:1:31
word:the start_time:1:31 end_time:1:31
word:second start_time:1:31 end_time:1:31
word:hugely start_time:1:31 end_time:1:32
word:important start_time:1:32 end_time:1:32
word:part start_time:1:32 end_time:1:33
word:is start_time:1:33 end_time:1:33
word:getting start_time:1:33 end_time:1:33
word:the start_time:1:33 end_time:1:33
word:oxygen start_time:1:33 end_time:1:34
word:once start_time:1:34 end_time:1:34
word:again start_time:1:34 end_time:1:34
word:we start_time:1:34 end_time:1:35
word:need start_time:1:35 end_time:1:35
word:to start_time:1:35 end_time:1:35
word:breathe start_time:1:35 end_time:1:35
word:oxygen start_time:1:35 end_time:1:35
word:in start_time:1:35 end_time:1:36
word:order start_time:1:36 end_time:1:37
word:for start_time:1:37 end_time:1:37
word:us start_time:1:37 end_time:1:37
word:to start_time:1:37 end_time:1:37
word:break start_time:1:37 end_time:1:38
word:down start_time:1:38 end_time:1:39
word:glucose start_time:1:39 end_time:1:39
word:in start_time:1:39 end_time:1:40
word:order start_time:1:40 end_time:1:40
word:to start_time:1:40 end_time:1:40
word:respire start_time:1:40 end_time:1:41
word:in start_time:1:41 end_time:1:42
word:order start_time:1:42 end_time:1:42
word:to start_time:1:42 end_time:1:42
word:perform start_time:1:42 end_time:1:42
word:cellular start_time:1:42 end_time:1:43
word:respiration start_time:1:43 end_time:1:43
word:so start_time:1:43 end_time:1:44
word:these start_time:1:44 end_time:1:44
word:two start_time:1:44 end_time:1:44
word:things start_time:1:44 end_time:1:45
word:are start_time:1:45 end_time:1:45
word:chi start_time:1:45 end_time:1:46
word:chi start_time:1:46 end_time:1:46
word:for start_time:1:46 end_time:1:47
word:life start_time:1:47 end_time:1:47
word:key start_time:1:48 end_time:1:49
word:for start_time:1:49 end_time:1:49
word:life start_time:1:49 end_time:1:49
word:especially start_time:1:49 end_time:1:50
word:for start_time:1:50 end_time:1:50
word:life start_time:1:50 end_time:1:50
word:that start_time:1:50 end_time:1:50
word:breathes start_time:1:50 end_time:1:51
word:oxygen start_time:1:51 end_time:1:51
word:key start_time:1:51 end_time:1:53
word:for start_time:1:53 end_time:1:53
word:life start_time:1:53 end_time:1:54
word:so start_time:1:54 end_time:1:54
word:this start_time:1:54 end_time:1:54
word:process start_time:1:54 end_time:1:55
word:other start_time:1:55 end_time:1:55
word:than start_time:1:55 end_time:1:55
word:the start_time:1:55 end_time:1:55
word:fact start_time:1:55 end_time:1:55
word:that start_time:1:55 end_time:1:56
word:it's start_time:1:56 end_time:1:56
word:interesting start_time:1:56 end_time:1:56
word:that start_time:1:56 end_time:1:57
word:you start_time:1:57 end_time:1:57
word:know start_time:1:57 end_time:1:57
word:we're start_time:1:57 end_time:1:57
word:able start_time:1:57 end_time:1:57
word:to start_time:1:57 end_time:1:58
word:bet start_time:1:58 end_time:1:58
word:that start_time:1:58 end_time:1:58
word:there start_time:1:58 end_time:1:59
word:are start_time:1:59 end_time:1:59
word:organisms start_time:1:59 end_time:2:0
word:around start_time:2:0 end_time:2:0
word:us start_time:2:0 end_time:2:0
word:mostly start_time:2:0 end_time:2:1
word:plants start_time:2:1 end_time:2:1
word:that start_time:2:1 end_time:2:2
word:are start_time:2:2 end_time:2:2
word:able start_time:2:2 end_time:2:2
word:to start_time:2:2 end_time:2:2
word:harness start_time:2:2 end_time:2:3
word:the start_time:2:3 end_time:2:3
word:actual start_time:2:3 end_time:2:4
word:sunlight start_time:2:4 end_time:2:4
word:you start_time:2:4 end_time:2:5
word:know start_time:2:5 end_time:2:5
word:you start_time:2:5 end_time:2:5
word:have start_time:2:5 end_time:2:5
word:this start_time:2:5 end_time:2:5
word:Fusion start_time:2:5 end_time:2:6
word:reactions start_time:2:6 end_time:2:6
word:in start_time:2:6 end_time:2:6
word:the start_time:2:6 end_time:2:6
word:sun start_time:2:6 end_time:2:7
word:93 start_time:2:7 end_time:2:8
word:million start_time:2:8 end_time:2:8
word:miles start_time:2:8 end_time:2:8
word:away start_time:2:8 end_time:2:9
word:and start_time:2:9 end_time:2:9
word:it's start_time:2:9 end_time:2:9
word:releasing start_time:2:9 end_time:2:10
word:these start_time:2:10 end_time:2:10
word:photons start_time:2:10 end_time:2:10
word:and start_time:2:10 end_time:2:11
word:some start_time:2:11 end_time:2:11
word:small start_time:2:11 end_time:2:11
word:subset start_time:2:11 end_time:2:12
word:of start_time:2:12 end_time:2:12
word:those start_time:2:12 end_time:2:12
word:photons start_time:2:12 end_time:2:12
word:reach start_time:2:12 end_time:2:13
word:the start_time:2:13 end_time:2:13
word:surface start_time:2:13 end_time:2:14
word:of start_time:2:14 end_time:2:14
word:Earth start_time:2:14 end_time:2:14
word:year start_time:2:14 end_time:2:14
word:they start_time:2:14 end_time:2:15
word:make start_time:2:15 end_time:2:15
word:it start_time:2:15 end_time:2:15
word:their start_time:2:15 end_time:2:15
word:way start_time:2:15 end_time:2:15
word:through start_time:2:15 end_time:2:15
word:clouds start_time:2:15 end_time:2:16
word:and start_time:2:16 end_time:2:16
word:whatever start_time:2:16 end_time:2:16
word:else start_time:2:16 end_time:2:16
word:and start_time:2:16 end_time:2:17
word:then start_time:2:17 end_time:2:18
word:these start_time:2:18 end_time:2:18
word:plants start_time:2:18 end_time:2:19
word:and start_time:2:19 end_time:2:19
word:bacteria start_time:2:19 end_time:2:19
word:and start_time:2:19 end_time:2:20
word:algae start_time:2:20 end_time:2:20
word:are start_time:2:20 end_time:2:21
word:able start_time:2:21 end_time:2:21
word:to start_time:2:21 end_time:2:21
word:harness start_time:2:21 end_time:2:22
word:that start_time:2:22 end_time:2:22
word:somehow start_time:2:22 end_time:2:22
word:and start_time:2:22 end_time:2:23
word:turn start_time:2:23 end_time:2:23
word:them start_time:2:23 end_time:2:23
word:into start_time:2:23 end_time:2:24
word:sugar start_time:2:24 end_time:2:24
word:is start_time:2:24 end_time:2:24
word:a start_time:2:24 end_time:2:24
word:week start_time:2:24 end_time:2:24
word:and start_time:2:24 end_time:2:25
word:then start_time:2:25 end_time:2:25
word:eat start_time:2:25 end_time:2:25
word:or start_time:2:25 end_time:2:25
word:maybe start_time:2:25 end_time:2:26
word:the start_time:2:26 end_time:2:27
word:cow start_time:2:27 end_time:2:27
word:eats start_time:2:27 end_time:2:27
word:them start_time:2:27 end_time:2:28
word:in start_time:2:28 end_time:2:28
word:and start_time:2:28 end_time:2:28
word:we'd start_time:2:28 end_time:2:28
word:the start_time:2:28 end_time:2:28
word:cow start_time:2:28 end_time:2:28
word:if start_time:2:28 end_time:2:29
word:we're start_time:2:29 end_time:2:29
word:not start_time:2:29 end_time:2:29
word:vegetarians start_time:2:29 end_time:2:30
word:and start_time:2:30 end_time:2:30
word:a start_time:2:30 end_time:2:30
word:week start_time:2:30 end_time:2:31
word:and start_time:2:31 end_time:2:31
word:then start_time:2:31 end_time:2:31
word:use start_time:2:31 end_time:2:32
word:that start_time:2:32 end_time:2:32
word:for start_time:2:32 end_time:2:32
word:energy start_time:2:32 end_time:2:33
word:not start_time:2:33 end_time:2:33
word:that start_time:2:33 end_time:2:33
word:the start_time:2:33 end_time:2:33
word:cow start_time:2:33 end_time:2:33
word:is start_time:2:33 end_time:2:34
word:all start_time:2:34 end_time:2:34
word:carbohydrates start_time:2:34 end_time:2:35
word:but start_time:2:35 end_time:2:35
word:this start_time:2:35 end_time:2:35
word:is start_time:2:35 end_time:2:35
word:essentially start_time:2:35 end_time:2:36
word:what start_time:2:36 end_time:2:36
word:is start_time:2:36 end_time:2:36
word:used start_time:2:36 end_time:2:37
word:as start_time:2:37 end_time:2:37
word:the start_time:2:37 end_time:2:37
word:fuel start_time:2:37 end_time:2:38
word:or start_time:2:38 end_time:2:38
word:the start_time:2:38 end_time:2:38
word:energy start_time:2:38 end_time:2:38
word:for start_time:2:38 end_time:2:39
word:all start_time:2:39 end_time:2:39
word:of start_time:2:39 end_time:2:39
word:the start_time:2:39 end_time:2:39
word:other start_time:2:39 end_time:2:39
word:important start_time:2:39 end_time:2:40
word:compounds start_time:2:40 end_time:2:41
word:that start_time:2:41 end_time:2:41
word:we start_time:2:41 end_time:2:41
word:this start_time:2:41 end_time:2:41
word:is start_time:2:41 end_time:2:41
word:where start_time:2:41 end_time:2:41
word:we start_time:2:41 end_time:2:42
word:get start_time:2:42 end_time:2:42
word:all start_time:2:42 end_time:2:42
word:of start_time:2:42 end_time:2:42
word:our start_time:2:42 end_time:2:42
word:fuel start_time:2:42 end_time:2:43
word:this start_time:2:43 end_time:2:44
word:is start_time:2:44 end_time:2:44
word:fuel start_time:2:44 end_time:2:44
word:for start_time:2:44 end_time:2:45
word:animals start_time:2:45 end_time:2:45
word:fuel start_time:2:46 end_time:2:47
word:for start_time:2:47 end_time:2:47
word:animals start_time:2:47 end_time:2:48
word:are start_time:2:48 end_time:2:48
word:you start_time:2:48 end_time:2:48
word:know start_time:2:48 end_time:2:48
word:if start_time:2:48 end_time:2:48
word:you start_time:2:48 end_time:2:48
word:eat start_time:2:48 end_time:2:49
word:a start_time:2:49 end_time:2:49
word:potato start_time:2:49 end_time:2:49
word:directly start_time:2:49 end_time:2:50
word:you start_time:2:50 end_time:2:50
word:are start_time:2:50 end_time:2:50
word:directly start_time:2:50 end_time:2:51
word:getting start_time:2:51 end_time:2:51
word:your start_time:2:51 end_time:2:51
word:carbohydrates start_time:2:51 end_time:2:52
word:anyway start_time:2:52 end_time:2:53
word:this start_time:2:53 end_time:2:53
word:is start_time:2:53 end_time:2:53
word:a start_time:2:53 end_time:2:53
word:very start_time:2:53 end_time:2:53
word:simple start_time:2:53 end_time:2:54
word:notion start_time:2:54 end_time:2:54
word:of start_time:2:54 end_time:2:55
word:photosynthesis start_time:2:55 end_time:2:55
word:is start_time:2:55 end_time:2:55
word:this start_time:2:55 end_time:2:58
word:would start_time:2:58 end_time:2:59
word:be start_time:2:59 end_time:2:59
word:it start_time:2:59 end_time:2:59
word:but start_time:2:59 end_time:3:0
word:let's start_time:3:0 end_time:3:0
word:delve start_time:3:0 end_time:3:1
word:a start_time:3:1 end_time:3:1
word:little start_time:3:1 end_time:3:2
word:bit start_time:3:2 end_time:3:2
word:deeper start_time:3:2 end_time:3:2
word:and start_time:3:2 end_time:3:3
word:try start_time:3:3 end_time:3:3
word:to start_time:3:3 end_time:3:3
word:get start_time:3:3 end_time:3:3
word:into start_time:3:3 end_time:3:3
word:the start_time:3:3 end_time:3:3
word:guts start_time:3:3 end_time:3:4
word:of start_time:3:4 end_time:3:4
word:it start_time:3:4 end_time:3:4
word:and start_time:3:4 end_time:3:4
word:see start_time:3:4 end_time:3:4
word:if start_time:3:4 end_time:3:4
word:we start_time:3:4 end_time:3:4
word:can start_time:3:4 end_time:3:4
word:understand start_time:3:4 end_time:3:5
word:a start_time:3:5 end_time:3:5
word:little start_time:3:5 end_time:3:5
word:bit start_time:3:5 end_time:3:5
word:better start_time:3:5 end_time:3:5
word:how start_time:3:5 end_time:3:6
word:this start_time:3:6 end_time:3:6
word:actually start_time:3:6 end_time:3:6
word:happened start_time:3:6 end_time:3:7
word:I start_time:3:7 end_time:3:7
word:find start_time:3:7 end_time:3:7
word:it start_time:3:7 end_time:3:7
word:amazing start_time:3:7 end_time:3:7
word:that start_time:3:7 end_time:3:8
word:was start_time:3:8 end_time:3:8
word:somehow start_time:3:8 end_time:3:8
word:photons start_time:3:8 end_time:3:9
word:of start_time:3:9 end_time:3:9
word:sunlight start_time:3:9 end_time:3:9
word:are start_time:3:9 end_time:3:10
word:used start_time:3:10 end_time:3:10
word:to start_time:3:10 end_time:3:11
word:create start_time:3:11 end_time:3:11
word:these start_time:3:11 end_time:3:11
word:sugar start_time:3:11 end_time:3:12
word:molecules start_time:3:12 end_time:3:13
word:are start_time:3:13 end_time:3:13
word:these start_time:3:13 end_time:3:13
word:carbohydrates start_time:3:13 end_time:3:14
word:let's start_time:3:14 end_time:3:14
word:delve start_time:3:14 end_time:3:15
word:a start_time:3:15 end_time:3:15
word:little start_time:3:15 end_time:3:15
word:bit start_time:3:15 end_time:3:15
word:deeper start_time:3:15 end_time:3:15
word:so start_time:3:15 end_time:3:17
word:we start_time:3:17 end_time:3:17
word:can start_time:3:17 end_time:3:17
word:write start_time:3:17 end_time:3:17
word:the start_time:3:17 end_time:3:18
word:general start_time:3:18 end_time:3:18
word:the start_time:3:18 end_time:3:19
word:general start_time:3:19 end_time:3:19
word:equation start_time:3:19 end_time:3:20
word:for start_time:3:20 end_time:3:20
word:photosynthesis start_time:3:20 end_time:3:21
word:will start_time:3:21 end_time:3:21
word:almost start_time:3:21 end_time:3:23
word:ran start_time:3:23 end_time:3:23
word:into start_time:3:23 end_time:3:23
word:your start_time:3:23 end_time:3:23
word:about start_time:3:23 end_time:3:23
word:write start_time:3:23 end_time:3:23
word:a start_time:3:23 end_time:3:24
word:little start_time:3:24 end_time:3:24
word:bit start_time:3:24 end_time:3:24
word:more start_time:3:24 end_time:3:24
word:scientifically start_time:3:24 end_time:3:26
word:specific start_time:3:26 end_time:3:27
word:you start_time:3:27 end_time:3:28
word:start start_time:3:28 end_time:3:28
word:off start_time:3:28 end_time:3:28
word:with start_time:3:28 end_time:3:28
word:some start_time:3:28 end_time:3:28
word:carbon start_time:3:28 end_time:3:29
word:dioxide start_time:3:29 end_time:3:30
word:you start_time:3:30 end_time:3:30
word:add start_time:3:30 end_time:3:31
word:to start_time:3:31 end_time:3:31
word:that start_time:3:31 end_time:3:31
word:some start_time:3:31 end_time:3:31
word:water start_time:3:31 end_time:3:33
word:and start_time:3:33 end_time:3:34
word:you start_time:3:34 end_time:3:34
word:add start_time:3:34 end_time:3:34
word:to start_time:3:34 end_time:3:34
word:that start_time:3:34 end_time:3:34
word:is start_time:3:34 end_time:3:35
word:in start_time:3:35 end_time:3:35
word:a start_time:3:35 end_time:3:35
word:summertime start_time:3:35 end_time:3:35
word:is start_time:3:35 end_time:3:35
word:a start_time:3:35 end_time:3:35
word:photons start_time:3:35 end_time:3:36
word:these start_time:3:37 end_time:3:37
word:are start_time:3:37 end_time:3:37
word:what start_time:3:37 end_time:3:38
word:really start_time:3:38 end_time:3:38
word:do start_time:3:38 end_time:3:38
word:excite start_time:3:38 end_time:3:39
word:the start_time:3:39 end_time:3:40
word:electrons start_time:3:40 end_time:3:40
word:in start_time:3:40 end_time:3:40
word:the start_time:3:40 end_time:3:40
word:chlorophyll start_time:3:40 end_time:3:41
word:that start_time:3:41 end_time:3:41
word:go start_time:3:41 end_time:3:42
word:down start_time:3:42 end_time:3:42
word:and start_time:3:42 end_time:3:42
word:you'll start_time:3:42 end_time:3:43
word:see start_time:3:43 end_time:3:43
word:that start_time:3:43 end_time:3:43
word:this start_time:3:43 end_time:3:43
word:process start_time:3:43 end_time:3:44
word:it start_time:3:44 end_time:3:44
word:probably start_time:3:44 end_time:3:44
word:in start_time:3:44 end_time:3:44
word:this start_time:3:44 end_time:3:44
word:video start_time:3:44 end_time:3:45
word:and start_time:3:45 end_time:3:45
word:we're start_time:3:45 end_time:3:45
word:going start_time:3:45 end_time:3:45
word:more start_time:3:45 end_time:3:45
word:detail start_time:3:45 end_time:3:46
word:in start_time:3:46 end_time:3:46
word:the start_time:3:46 end_time:3:46
word:next start_time:3:46 end_time:3:46
word:two start_time:3:46 end_time:3:46
word:videos start_time:3:46 end_time:3:47
word:but start_time:3:47 end_time:3:47
word:that start_time:3:47 end_time:3:48
word:excited start_time:3:48 end_time:3:48
word:electron start_time:3:48 end_time:3:48
word:goes start_time:3:48 end_time:3:48
word:to start_time:3:48 end_time:3:49
word:high start_time:3:49 end_time:3:49
word:energy start_time:3:49 end_time:3:49
word:Stadium start_time:3:49 end_time:3:49
word:as start_time:3:49 end_time:3:50
word:it start_time:3:50 end_time:3:50
word:goes start_time:3:50 end_time:3:50
word:to start_time:3:50 end_time:3:50
word:a start_time:3:50 end_time:3:50
word:lower start_time:3:50 end_time:3:50
word:energy start_time:3:50 end_time:3:51
word:state start_time:3:51 end_time:3:51
word:were start_time:3:51 end_time:3:51
word:able start_time:3:51 end_time:3:51
word:to start_time:3:51 end_time:3:51
word:harness start_time:3:51 end_time:3:52
word:that start_time:3:52 end_time:3:52
word:energy start_time:3:52 end_time:3:52
word:to start_time:3:52 end_time:3:53
word:produce start_time:3:53 end_time:3:54
word:ATP start_time:3:54 end_time:3:54
word:and start_time:3:54 end_time:3:55
word:you'll start_time:3:55 end_time:3:55
word:see start_time:3:55 end_time:3:55
word:nadph start_time:3:55 end_time:3:56
word:are start_time:3:56 end_time:3:57
word:used start_time:3:57 end_time:3:57
word:to start_time:3:57 end_time:3:58
word:produce start_time:3:58 end_time:3:58
word:carbohydrates start_time:3:58 end_time:3:59
word:but start_time:3:59 end_time:3:59
word:we'll start_time:3:59 end_time:3:59
word:see start_time:3:59 end_time:4:0
word:that start_time:4:0 end_time:4:0
word:little start_time:4:0 end_time:4:0
word:bit start_time:4:0 end_time:4:0
word:but start_time:4:0 end_time:4:1
word:the start_time:4:1 end_time:4:1
word:overview start_time:4:1 end_time:4:1
word:of start_time:4:1 end_time:4:2
word:photosynthesis start_time:4:2 end_time:4:3
word:you start_time:4:3 end_time:4:3
word:start start_time:4:3 end_time:4:3
word:off start_time:4:3 end_time:4:3
word:with start_time:4:3 end_time:4:3
word:these start_time:4:3 end_time:4:4
word:constituents start_time:4:4 end_time:4:5
word:and start_time:4:5 end_time:4:5
word:then start_time:4:5 end_time:4:6
word:you start_time:4:6 end_time:4:6
word:end start_time:4:6 end_time:4:6
word:up start_time:4:6 end_time:4:6
word:with start_time:4:6 end_time:4:7
word:you start_time:4:7 end_time:4:8
word:end start_time:4:8 end_time:4:8
word:up start_time:4:8 end_time:4:8
word:with start_time:4:8 end_time:4:9
word:a start_time:4:9 end_time:4:10
word:carbohydrate start_time:4:10 end_time:4:11
word:and start_time:4:11 end_time:4:11
word:a start_time:4:11 end_time:4:11
word:carbohydrate start_time:4:11 end_time:4:11
word:could start_time:4:11 end_time:4:12
word:be start_time:4:12 end_time:4:12
word:glucose start_time:4:12 end_time:4:12
word:doesn't start_time:4:12 end_time:4:12
word:have start_time:4:12 end_time:4:13
word:to start_time:4:13 end_time:4:13
word:be start_time:4:13 end_time:4:13
word:glucose start_time:4:13 end_time:4:13
word:to start_time:4:13 end_time:4:14
word:the start_time:4:14 end_time:4:14
word:general start_time:4:14 end_time:4:14
word:way start_time:4:14 end_time:4:15
word:we start_time:4:15 end_time:4:15
word:can start_time:4:15 end_time:4:15
word:write start_time:4:15 end_time:4:15
word:a start_time:4:15 end_time:4:15
word:carbohydrate start_time:4:15 end_time:4:16
word:is start_time:4:16 end_time:4:17
