word:everything start_time:0:0 end_time:0:1
word:gone start_time:1:19 end_time:1:19
word:for start_time:1:19 end_time:1:19
word:up start_time:1:19 end_time:1:20
word:and start_time:1:20 end_time:1:20
word:threw start_time:1:20 end_time:1:20
word:the start_time:1:20 end_time:1:20
word:right start_time:1:20 end_time:1:20
word:we've start_time:1:20 end_time:1:21
word:got start_time:1:21 end_time:1:21
word:to start_time:1:21 end_time:1:21
word:the start_time:1:21 end_time:1:21
word:exact start_time:1:21 end_time:1:22
word:same start_time:1:22 end_time:1:22
word:point start_time:1:22 end_time:1:22
word:this start_time:1:22 end_time:1:24
word:is start_time:1:24 end_time:1:24
word:just start_time:1:24 end_time:1:24
word:one start_time:1:24 end_time:1:24
word:way start_time:1:24 end_time:1:25
word:to start_time:1:25 end_time:1:25
word:really start_time:1:25 end_time:1:25
word:specify start_time:1:25 end_time:1:26
word:Dimensions start_time:1:26 end_time:1:27
word:another start_time:1:27 end_time:1:27
word:option start_time:1:27 end_time:1:28
word:might start_time:1:28 end_time:1:28
word:have start_time:1:28 end_time:1:28
word:done start_time:1:28 end_time:1:28
word:this start_time:1:28 end_time:1:29
word:and start_time:1:29 end_time:1:29
word:everyday start_time:1:29 end_time:1:29
word:life start_time:1:29 end_time:1:29
word:is start_time:1:29 end_time:1:29
word:to start_time:1:29 end_time:1:30
word:say start_time:1:30 end_time:1:30
word:hey start_time:1:30 end_time:1:30
word:let start_time:1:30 end_time:1:31
word:me start_time:1:31 end_time:1:31
word:just start_time:1:31 end_time:1:31
word:Point start_time:1:31 end_time:1:31
word:direction start_time:1:31 end_time:1:32
word:if start_time:1:32 end_time:1:32
word:you start_time:1:32 end_time:1:32
word:go start_time:1:32 end_time:1:32
word:a start_time:1:32 end_time:1:33
word:certain start_time:1:33 end_time:1:33
word:distance start_time:1:33 end_time:1:33
word:in start_time:1:33 end_time:1:34
word:that start_time:1:34 end_time:1:34
word:direction start_time:1:34 end_time:1:34
word:so start_time:1:34 end_time:1:34
word:I start_time:1:34 end_time:1:34
word:could start_time:1:34 end_time:1:35
word:have start_time:1:35 end_time:1:35
word:said start_time:1:35 end_time:1:35
word:you start_time:1:35 end_time:1:36
word:know start_time:1:36 end_time:1:36
word:what start_time:1:36 end_time:1:36
word:let start_time:1:36 end_time:1:36
word:me start_time:1:36 end_time:1:36
word:disappoint start_time:1:36 end_time:1:37
word:you start_time:1:37 end_time:1:37
word:in start_time:1:37 end_time:1:37
word:this start_time:1:37 end_time:1:37
word:direction start_time:1:37 end_time:1:37
word:let start_time:1:39 end_time:1:39
word:me start_time:1:39 end_time:1:39
word:just start_time:1:39 end_time:1:39
word:point start_time:1:39 end_time:1:40
word:you start_time:1:40 end_time:1:40
word:in start_time:1:40 end_time:1:40
word:that start_time:1:40 end_time:1:40
word:direction start_time:1:40 end_time:1:40
word:you start_time:1:40 end_time:1:40
word:need start_time:1:40 end_time:1:41
word:to start_time:1:41 end_time:1:41
word:go start_time:1:41 end_time:1:41
word:this start_time:1:41 end_time:1:41
word:far start_time:1:41 end_time:1:41
word:and start_time:1:41 end_time:1:43
word:you start_time:1:43 end_time:1:43
word:do start_time:1:43 end_time:1:43
word:go start_time:1:43 end_time:1:43
word:this start_time:1:43 end_time:1:43
word:far start_time:1:43 end_time:1:43
word:and start_time:1:45 end_time:1:45
word:that start_time:1:45 end_time:1:45
word:direction start_time:1:45 end_time:1:46
word:that start_time:1:46 end_time:1:46
word:would start_time:1:46 end_time:1:46
word:also start_time:1:46 end_time:1:46
word:give start_time:1:46 end_time:1:46
word:you start_time:1:46 end_time:1:47
word:the start_time:1:47 end_time:1:47
word:same start_time:1:47 end_time:1:47
word:point start_time:1:47 end_time:1:47
word:so start_time:1:47 end_time:1:48
word:how start_time:1:48 end_time:1:48
word:do start_time:1:48 end_time:1:48
word:I start_time:1:48 end_time:1:48
word:specify start_time:1:48 end_time:1:49
word:the start_time:1:49 end_time:1:50
word:direction start_time:1:50 end_time:1:50
word:well start_time:1:50 end_time:1:51
word:how start_time:1:51 end_time:1:51
word:about start_time:1:51 end_time:1:51
word:I start_time:1:51 end_time:1:51
word:call start_time:1:51 end_time:1:51
word:this start_time:1:51 end_time:1:52
word:0° start_time:1:52 end_time:1:52
word:how start_time:1:52 end_time:1:53
word:about start_time:1:53 end_time:1:53
word:I start_time:1:53 end_time:1:53
word:call start_time:1:53 end_time:1:53
word:this start_time:1:53 end_time:1:53
word:the start_time:1:53 end_time:1:53
word:x-axis start_time:1:53 end_time:1:54
word:how start_time:1:54 end_time:1:54
word:about start_time:1:54 end_time:1:54
word:a start_time:1:54 end_time:1:54
word:combat start_time:1:54 end_time:1:55
word:zero start_time:1:55 end_time:1:55
word:degrees start_time:1:55 end_time:1:55
word:what start_time:1:55 end_time:1:56
word:degrees start_time:1:56 end_time:1:56
word:but start_time:1:56 end_time:1:57
word:hopefully start_time:1:57 end_time:1:58
word:you start_time:1:58 end_time:1:58
word:know start_time:1:58 end_time:1:58
word:how start_time:1:58 end_time:1:58
word:to start_time:1:58 end_time:1:58
word:convert start_time:1:58 end_time:1:59
word:between start_time:1:59 end_time:1:59
word:degrees start_time:1:59 end_time:1:59
word:and start_time:1:59 end_time:1:59
word:radians start_time:1:59 end_time:2:0
word:so start_time:2:0 end_time:2:0
word:you start_time:2:0 end_time:2:0
word:could start_time:2:0 end_time:2:0
word:just start_time:2:0 end_time:2:0
word:as start_time:2:0 end_time:2:1
word:easily start_time:2:1 end_time:2:1
word:convert start_time:2:1 end_time:2:1
word:to start_time:2:1 end_time:2:1
word:radians start_time:2:1 end_time:2:2
word:but start_time:2:2 end_time:2:3
word:you start_time:2:3 end_time:2:3
word:could start_time:2:3 end_time:2:3
word:specify start_time:2:3 end_time:2:3
word:the start_time:2:3 end_time:2:4
word:direction start_time:2:4 end_time:2:4
word:if start_time:2:4 end_time:2:4
word:you start_time:2:4 end_time:2:4
word:call start_time:2:4 end_time:2:4
word:this start_time:2:4 end_time:2:5
word:is start_time:2:5 end_time:2:5
word:zero start_time:2:5 end_time:2:5
word:saying start_time:2:5 end_time:2:6
word:okay start_time:2:6 end_time:2:6
word:this start_time:2:6 end_time:2:6
word:is start_time:2:6 end_time:2:7
word:stated start_time:2:7 end_time:2:7
word:degrees start_time:2:7 end_time:2:8
word:and start_time:2:8 end_time:2:8
word:I start_time:2:8 end_time:2:8
word:want start_time:2:8 end_time:2:9
word:you start_time:2:9 end_time:2:9
word:I'm start_time:2:9 end_time:2:9
word:going start_time:2:9 end_time:2:9
word:to start_time:2:9 end_time:2:9
word:point start_time:2:9 end_time:2:10
word:you start_time:2:10 end_time:2:10
word:in start_time:2:10 end_time:2:10
word:a start_time:2:10 end_time:2:10
word:degree start_time:2:10 end_time:2:10
word:in start_time:2:10 end_time:2:11
word:Unix start_time:2:11 end_time:2:11
word:analyst start_time:2:11 end_time:2:11
word:imagine start_time:2:11 end_time:2:12
word:you start_time:2:12 end_time:2:12
word:know start_time:2:12 end_time:2:12
word:someone start_time:2:12 end_time:2:12
word:who's start_time:2:12 end_time:2:12
word:blindfolded start_time:2:12 end_time:2:13
word:you start_time:2:13 end_time:2:13
word:point start_time:2:13 end_time:2:14
word:them start_time:2:14 end_time:2:14
word:in start_time:2:14 end_time:2:14
word:this start_time:2:14 end_time:2:14
word:direction start_time:2:14 end_time:2:14
word:and start_time:2:14 end_time:2:15
word:you start_time:2:15 end_time:2:15
word:say start_time:2:15 end_time:2:15
word:walk start_time:2:15 end_time:2:15
word:are start_time:2:15 end_time:2:16
word:units start_time:2:16 end_time:2:17
word:and start_time:2:17 end_time:2:18
word:then start_time:2:18 end_time:2:18
word:no start_time:2:18 end_time:2:18
word:end start_time:2:18 end_time:2:18
word:up start_time:2:18 end_time:2:18
word:at start_time:2:18 end_time:2:18
word:that start_time:2:18 end_time:2:19
word:same start_time:2:19 end_time:2:19
word:point start_time:2:19 end_time:2:19
word:and start_time:2:19 end_time:2:20
word:so start_time:2:20 end_time:2:20
word:you start_time:2:20 end_time:2:20
word:could start_time:2:20 end_time:2:20
word:also start_time:2:20 end_time:2:21
word:specify start_time:2:21 end_time:2:21
word:this start_time:2:21 end_time:2:21
word:point start_time:2:21 end_time:2:22
word:it start_time:2:22 end_time:2:22
word:says start_time:2:22 end_time:2:22
word:Best start_time:2:22 end_time:2:22
word:Buy start_time:2:22 end_time:2:23
word:this start_time:2:23 end_time:2:23
word:is start_time:2:23 end_time:2:23
word:kind start_time:2:23 end_time:2:23
word:of start_time:2:23 end_time:2:23
word:the start_time:2:23 end_time:2:23
word:Cartesian start_time:2:23 end_time:2:24
word:coordinates start_time:2:24 end_time:2:24
word:this start_time:2:24 end_time:2:25
word:is start_time:2:25 end_time:2:25
word:X, start_time:2:26 end_time:2:27
word:Y start_time:2:27 end_time:2:27
word:you start_time:2:27 end_time:2:28
word:could start_time:2:28 end_time:2:28
word:also start_time:2:28 end_time:2:28
word:specify start_time:2:28 end_time:2:29
word:it start_time:2:29 end_time:2:29
word:maybe start_time:2:29 end_time:2:30
word:if start_time:2:30 end_time:2:30
word:we start_time:2:30 end_time:2:30
word:can start_time:2:30 end_time:2:30
word:figure start_time:2:30 end_time:2:30
word:out start_time:2:30 end_time:2:30
word:a start_time:2:30 end_time:2:31
word:way start_time:2:31 end_time:2:31
word:to start_time:2:31 end_time:2:31
word:do start_time:2:31 end_time:2:31
word:it start_time:2:31 end_time:2:31
word:and start_time:2:31 end_time:2:31
word:I'll start_time:2:31 end_time:2:32
word:do start_time:2:32 end_time:2:32
word:it start_time:2:32 end_time:2:32
word:in start_time:2:32 end_time:2:32
word:magenta start_time:2:32 end_time:2:33
word:you start_time:2:33 end_time:2:34
word:could start_time:2:34 end_time:2:34
word:also start_time:2:34 end_time:2:34
word:specified start_time:2:34 end_time:2:35
word:is start_time:2:35 end_time:2:35
word:R, start_time:2:35 end_time:2:36
word:Theta start_time:2:36 end_time:2:37
word:just start_time:2:37 end_time:2:37
word:walk start_time:2:37 end_time:2:39
word:are start_time:2:39 end_time:2:40
word:units start_time:2:40 end_time:2:41
word:in start_time:2:41 end_time:2:41
word:the start_time:2:41 end_time:2:41
word:fate start_time:2:41 end_time:2:41
word:of start_time:2:41 end_time:2:41
word:Direction start_time:2:41 end_time:2:42
word:but start_time:2:42 end_time:2:42
word:let start_time:2:42 end_time:2:43
word:me start_time:2:43 end_time:2:43
word:love start_time:2:43 end_time:2:43
word:you start_time:2:43 end_time:2:50
word:just start_time:2:50 end_time:2:50
word:a start_time:2:50 end_time:2:50
word:little start_time:2:50 end_time:2:50
word:Pythagorean start_time:2:50 end_time:2:51
word:theorem start_time:2:51 end_time:2:51
word:can start_time:2:51 end_time:2:52
word:we start_time:2:52 end_time:2:52
word:figure start_time:2:52 end_time:2:53
word:out start_time:2:53 end_time:2:53
word:our start_time:2:53 end_time:2:53
word:and start_time:2:53 end_time:2:54
word:data start_time:2:54 end_time:2:54
word:will start_time:2:54 end_time:2:55
word:our start_time:2:55 end_time:2:55
word:hopefully start_time:2:55 end_time:2:56
word:he's start_time:2:56 end_time:2:56
word:is start_time:2:56 end_time:2:56
word:as start_time:2:56 end_time:2:57
word:the start_time:2:57 end_time:2:57
word:easier start_time:2:57 end_time:2:57
word:one start_time:2:57 end_time:2:57
word:here start_time:2:57 end_time:2:58
word:cuz start_time:2:58 end_time:2:58
word:if start_time:2:58 end_time:2:58
word:you start_time:2:58 end_time:2:58
word:think start_time:2:58 end_time:2:58
word:about start_time:2:58 end_time:2:58
word:it start_time:2:58 end_time:2:58
word:this start_time:2:58 end_time:2:58
word:is start_time:2:58 end_time:2:59
word:a start_time:2:59 end_time:2:59
word:right start_time:2:59 end_time:2:59
word:triangle start_time:2:59 end_time:2:59
word:right start_time:2:59 end_time:3:0
word:this start_time:3:0 end_time:3:1
word:is start_time:3:1 end_time:3:1
word:right start_time:3:1 end_time:3:1
word:triangle start_time:3:1 end_time:3:2
word:has start_time:3:2 end_time:3:2
word:distance start_time:3:2 end_time:3:3
word:3 start_time:3:3 end_time:3:3
word:this start_time:3:3 end_time:3:4
word:is start_time:3:4 end_time:3:4
word:distance start_time:3:4 end_time:3:5
word:for start_time:3:5 end_time:3:6
word:this start_time:3:7 end_time:3:7
word:is start_time:3:7 end_time:3:7
word:a start_time:3:7 end_time:3:7
word:right start_time:3:7 end_time:3:8
word:triangle start_time:3:8 end_time:3:8
word:so start_time:3:8 end_time:3:9
word:what start_time:3:9 end_time:3:9
word:is start_time:3:9 end_time:3:9
word:are start_time:3:9 end_time:3:9
word:here start_time:3:9 end_time:3:10
word:but start_time:3:10 end_time:3:10
word:the start_time:3:10 end_time:3:10
word:Korean start_time:3:10 end_time:3:10
word:theorem start_time:3:10 end_time:3:11
word:3 start_time:3:11 end_time:3:12
word:squared start_time:3:12 end_time:3:12
word:+ start_time:3:12 end_time:3:12
word:3 start_time:3:12 end_time:3:17
word:squared start_time:3:17 end_time:3:17
word:+ start_time:3:17 end_time:3:18
word:4 start_time:3:18 end_time:3:19
word:squared start_time:3:19 end_time:3:19
word:is start_time:3:19 end_time:3:20
word:equal start_time:3:20 end_time:3:21
word:to start_time:3:21 end_time:3:21
word:r start_time:3:21 end_time:3:22
word:squared start_time:3:22 end_time:3:23
word:that's start_time:3:23 end_time:3:23
word:9 start_time:3:23 end_time:3:24
word:+ start_time:3:24 end_time:3:25
word:16 start_time:3:25 end_time:3:26
word:is start_time:3:26 end_time:3:26
word:equal start_time:3:26 end_time:3:26
word:to start_time:3:26 end_time:3:27
word:r start_time:3:27 end_time:3:27
word:squared start_time:3:27 end_time:3:28
word:25 start_time:3:28 end_time:3:29
word:is start_time:3:29 end_time:3:30
word:equal start_time:3:30 end_time:3:30
word:to start_time:3:30 end_time:3:30
word:our start_time:3:30 end_time:3:30
word:school start_time:3:30 end_time:3:31
word:we start_time:3:31 end_time:3:32
word:don't start_time:3:32 end_time:3:32
word:want start_time:3:32 end_time:3:32
word:to start_time:3:32 end_time:3:32
word:deal start_time:3:32 end_time:3:32
word:with start_time:3:32 end_time:3:32
word:negative start_time:3:32 end_time:3:32
word:distances start_time:3:32 end_time:3:33
word:so start_time:3:33 end_time:3:34
word:5 start_time:3:34 end_time:3:34
word:is start_time:3:34 end_time:3:35
word:equal start_time:3:35 end_time:3:35
word:to start_time:3:35 end_time:3:35
word:r start_time:3:35 end_time:3:35
word:r start_time:3:35 end_time:3:35
word:is start_time:3:35 end_time:3:35
word:equal start_time:3:35 end_time:3:36
word:to start_time:3:36 end_time:3:36
word:5 start_time:3:36 end_time:3:36
word:so start_time:3:41 end_time:3:42
word:what start_time:3:42 end_time:3:42
word:are start_time:3:42 end_time:3:42
word:we start_time:3:42 end_time:3:42
word:know start_time:3:42 end_time:3:42
word:here start_time:3:42 end_time:3:42
word:we start_time:3:42 end_time:3:43
word:know start_time:3:43 end_time:3:43
word:what start_time:3:43 end_time:3:44
word:we're start_time:3:44 end_time:3:44
word:trying start_time:3:44 end_time:3:44
word:to start_time:3:44 end_time:3:44
word:figure start_time:3:44 end_time:3:44
word:out start_time:3:44 end_time:3:44
word:Theta start_time:3:44 end_time:3:45
word:and start_time:3:45 end_time:3:45
word:we start_time:3:45 end_time:3:45
word:know start_time:3:45 end_time:3:45
word:it's start_time:3:45 end_time:3:45
word:opposite start_time:3:45 end_time:3:46
word:side start_time:3:46 end_time:3:46
word:right start_time:3:46 end_time:3:47
word:this start_time:3:47 end_time:3:47
word:is start_time:3:47 end_time:3:47
word:us start_time:3:47 end_time:3:47
word:going start_time:3:47 end_time:3:48
word:back start_time:3:48 end_time:3:48
word:to start_time:3:48 end_time:3:48
word:sohcahtoa start_time:3:48 end_time:3:49
word:right start_time:3:49 end_time:3:49
word:let start_time:3:49 end_time:3:49
word:me start_time:3:49 end_time:3:49
word:write start_time:3:49 end_time:3:49
word:down start_time:3:49 end_time:3:49
word:sohcahtoa start_time:3:49 end_time:3:50
word:sohcahtoa start_time:3:50 end_time:3:52
word:this start_time:3:52 end_time:3:52
word:is start_time:3:52 end_time:3:52
word:completely start_time:3:52 end_time:3:53
word:unfamiliar start_time:3:53 end_time:3:53
word:to start_time:3:53 end_time:3:53
word:you start_time:3:53 end_time:3:54
word:you start_time:3:54 end_time:3:54
word:might start_time:3:54 end_time:3:54
word:want start_time:3:54 end_time:3:54
word:to start_time:3:54 end_time:3:54
word:watch start_time:3:54 end_time:3:55
word:the start_time:3:55 end_time:3:55
word:basic start_time:3:55 end_time:3:56
word:trigonometry start_time:3:56 end_time:3:57
word:video start_time:3:57 end_time:3:57
word:so start_time:3:59 end_time:3:59
word:we start_time:3:59 end_time:4:0
word:know start_time:4:0 end_time:4:0
word:the start_time:4:0 end_time:4:0
word:opposite start_time:4:0 end_time:4:0
word:side start_time:4:0 end_time:4:1
word:of start_time:4:1 end_time:4:1
word:data start_time:4:1 end_time:4:2
word:right start_time:4:2 end_time:4:2
word:that's start_time:4:2 end_time:4:2
word:for start_time:4:2 end_time:4:3
word:and start_time:4:3 end_time:4:3
word:we start_time:4:3 end_time:4:3
word:also start_time:4:3 end_time:4:4
word:know start_time:4:4 end_time:4:4
word:the start_time:4:4 end_time:4:4
word:adjacent start_time:4:4 end_time:4:4
word:side start_time:4:4 end_time:4:5
word:which start_time:4:5 end_time:4:5
word:is start_time:4:5 end_time:4:5
word:3 start_time:4:5 end_time:4:5
word:so start_time:4:5 end_time:4:6
word:which start_time:4:6 end_time:4:6
word:which start_time:4:6 end_time:4:6
word:is start_time:4:6 end_time:4:6
word:the start_time:4:6 end_time:4:6
word:trig start_time:4:6 end_time:4:7
word:functions start_time:4:7 end_time:4:8
word:uses start_time:4:8 end_time:4:8
word:the start_time:4:8 end_time:4:9
word:opposite start_time:4:9 end_time:4:9
word:and start_time:4:9 end_time:4:10
word:the start_time:4:10 end_time:4:10
word:adjacent start_time:4:10 end_time:4:10
word:all start_time:4:10 end_time:4:11
