word:welcome start_time:0:0 end_time:0:1
word:these start_time:1:7 end_time:1:7
word:are start_time:1:7 end_time:1:8
word:just start_time:1:8 end_time:1:8
word:Concepts start_time:1:8 end_time:1:9
word:that start_time:1:9 end_time:1:9
word:we start_time:1:9 end_time:1:9
word:use start_time:1:9 end_time:1:9
word:to start_time:1:9 end_time:1:10
word:I start_time:1:10 end_time:1:11
word:guess start_time:1:11 end_time:1:11
word:work start_time:1:11 end_time:1:12
word:with start_time:1:12 end_time:1:12
word:what start_time:1:12 end_time:1:12
word:we start_time:1:12 end_time:1:12
word:perceive start_time:1:12 end_time:1:13
word:as start_time:1:13 end_time:1:13
word:motion start_time:1:13 end_time:1:14
word:and start_time:1:14 end_time:1:14
word:force start_time:1:14 end_time:1:14
word:and start_time:1:14 end_time:1:15
word:and start_time:1:15 end_time:1:15
word:work start_time:1:15 end_time:1:16
word:and start_time:1:16 end_time:1:16
word:all start_time:1:16 end_time:1:16
word:of start_time:1:16 end_time:1:16
word:these start_time:1:16 end_time:1:16
word:types start_time:1:16 end_time:1:17
word:of start_time:1:17 end_time:1:17
word:things start_time:1:17 end_time:1:17
word:but start_time:1:17 end_time:1:17
word:that start_time:1:17 end_time:1:18
word:they start_time:1:18 end_time:1:18
word:really start_time:1:18 end_time:1:18
word:aren't start_time:1:18 end_time:1:19
word:independent start_time:1:19 end_time:1:20
word:Notions start_time:1:20 end_time:1:21
word:they're start_time:1:21 end_time:1:22
word:they're start_time:1:22 end_time:1:22
word:related start_time:1:22 end_time:1:22
word:to start_time:1:22 end_time:1:23
word:Wikipedia start_time:1:23 end_time:1:24
word:to start_time:1:24 end_time:1:24
word:find start_time:1:24 end_time:1:24
word:energy start_time:1:24 end_time:1:25
word:as start_time:1:25 end_time:1:25
word:the start_time:1:25 end_time:1:25
word:ability start_time:1:25 end_time:1:26
word:to start_time:1:26 end_time:1:26
word:do start_time:1:26 end_time:1:26
word:work start_time:1:26 end_time:1:26
word:so start_time:1:26 end_time:1:27
word:they start_time:1:27 end_time:1:27
word:kind start_time:1:27 end_time:1:27
word:of start_time:1:27 end_time:1:27
word:use start_time:1:27 end_time:1:28
word:each start_time:1:28 end_time:1:28
word:other start_time:1:28 end_time:1:28
word:to start_time:1:28 end_time:1:28
word:Define start_time:1:28 end_time:1:29
word:each start_time:1:29 end_time:1:29
word:other start_time:1:29 end_time:1:29
word:I start_time:1:29 end_time:1:29
word:really start_time:1:29 end_time:1:29
word:need start_time:1:29 end_time:1:29
word:to start_time:1:29 end_time:1:30
word:do start_time:1:30 end_time:1:30
word:to start_time:1:30 end_time:1:31
word:do start_time:1:31 end_time:1:31
word:work start_time:1:31 end_time:1:31
word:which start_time:1:33 end_time:1:33
word:is start_time:1:33 end_time:1:33
word:frankly start_time:1:33 end_time:1:33
word:as start_time:1:33 end_time:1:34
word:good start_time:1:34 end_time:1:34
word:of start_time:1:34 end_time:1:34
word:a start_time:1:34 end_time:1:34
word:definition start_time:1:34 end_time:1:35
word:as start_time:1:35 end_time:1:36
word:as start_time:1:36 end_time:1:36
word:I start_time:1:36 end_time:1:36
word:could start_time:1:36 end_time:1:36
word:find start_time:1:36 end_time:1:37
word:and start_time:1:37 end_time:1:37
word:so start_time:1:37 end_time:1:37
word:with start_time:1:37 end_time:1:38
word:just start_time:1:38 end_time:1:38
word:the start_time:1:38 end_time:1:38
word:words start_time:1:38 end_time:1:39
word:these start_time:1:39 end_time:1:39
word:kind start_time:1:39 end_time:1:39
word:of start_time:1:39 end_time:1:39
word:don't start_time:1:39 end_time:1:39
word:give start_time:1:39 end_time:1:40
word:you start_time:1:40 end_time:1:40
word:much start_time:1:40 end_time:1:40
word:information start_time:1:40 end_time:1:41
word:to start_time:1:41 end_time:1:41
word:what start_time:1:41 end_time:1:41
word:I'm start_time:1:41 end_time:1:41
word:going start_time:1:41 end_time:1:41
word:to start_time:1:41 end_time:1:41
word:do start_time:1:41 end_time:1:42
word:is start_time:1:42 end_time:1:42
word:move start_time:1:42 end_time:1:42
word:on start_time:1:42 end_time:1:42
word:to start_time:1:42 end_time:1:43
word:the start_time:1:43 end_time:1:43
word:equations start_time:1:43 end_time:1:43
word:and start_time:1:43 end_time:1:43
word:this start_time:1:43 end_time:1:43
word:will start_time:1:43 end_time:1:44
word:give start_time:1:44 end_time:1:44
word:you start_time:1:44 end_time:1:44
word:more start_time:1:44 end_time:1:44
word:quantitative start_time:1:44 end_time:1:45
word:feel start_time:1:45 end_time:1:45
word:of start_time:1:45 end_time:1:45
word:what start_time:1:45 end_time:1:46
word:these start_time:1:46 end_time:1:46
word:words start_time:1:46 end_time:1:46
word:mean start_time:1:46 end_time:1:46
word:so start_time:1:46 end_time:1:47
word:the start_time:1:47 end_time:1:47
word:definition start_time:1:47 end_time:1:48
word:of start_time:1:48 end_time:1:48
word:work start_time:1:48 end_time:1:48
word:mechanics start_time:1:48 end_time:1:50
word:Work start_time:1:52 end_time:1:53
word:is start_time:1:53 end_time:1:54
word:equal start_time:1:54 end_time:1:54
word:to start_time:1:54 end_time:1:54
word:force start_time:1:54 end_time:1:56
word:times start_time:1:57 end_time:1:58
word:distance start_time:1:58 end_time:1:58
word:so start_time:2:1 end_time:2:2
word:let's start_time:2:2 end_time:2:2
word:say start_time:2:2 end_time:2:2
word:that start_time:2:2 end_time:2:2
word:I start_time:2:2 end_time:2:2
word:have start_time:2:2 end_time:2:3
word:a start_time:2:3 end_time:2:3
word:block start_time:2:3 end_time:2:3
word:and start_time:2:3 end_time:2:3
word:I'm start_time:2:3 end_time:2:3
word:doing start_time:2:3 end_time:2:4
word:the start_time:2:4 end_time:2:4
word:different start_time:2:4 end_time:2:4
word:color start_time:2:4 end_time:2:4
word:just start_time:2:4 end_time:2:4
word:because start_time:2:4 end_time:2:5
word:it's start_time:2:5 end_time:2:5
word:yellow start_time:2:5 end_time:2:5
word:might start_time:2:5 end_time:2:6
word:be start_time:2:6 end_time:2:6
word:getting start_time:2:6 end_time:2:6
word:tedious start_time:2:6 end_time:2:6
word:and start_time:2:6 end_time:2:7
word:I start_time:2:7 end_time:2:8
word:apply start_time:2:8 end_time:2:8
word:a start_time:2:8 end_time:2:9
word:force start_time:2:9 end_time:2:9
word:of start_time:2:9 end_time:2:10
word:the start_time:2:10 end_time:2:11
word:day start_time:2:11 end_time:2:11
word:I start_time:2:11 end_time:2:11
word:apply start_time:2:11 end_time:2:11
word:force start_time:2:11 end_time:2:12
word:of start_time:2:12 end_time:2:12
word:10 start_time:2:12 end_time:2:12
word:Newtons start_time:2:12 end_time:2:13
word:10 start_time:2:14 end_time:2:14
word:Newtons start_time:2:14 end_time:2:15
word:and start_time:2:17 end_time:2:18
word:I start_time:2:18 end_time:2:18
word:move start_time:2:18 end_time:2:19
word:that start_time:2:19 end_time:2:19
word:block start_time:2:19 end_time:2:20
word:by start_time:2:20 end_time:2:21
word:4 start_time:2:21 end_time:2:21
word:by start_time:2:21 end_time:2:22
word:applying start_time:2:22 end_time:2:22
word:a start_time:2:22 end_time:2:22
word:force start_time:2:22 end_time:2:22
word:of start_time:2:22 end_time:2:22
word:10 start_time:2:22 end_time:2:23
word:Newtons start_time:2:23 end_time:2:23
word:I start_time:2:23 end_time:2:23
word:I start_time:2:23 end_time:2:23
word:move start_time:2:23 end_time:2:24
word:that start_time:2:24 end_time:2:24
word:block start_time:2:24 end_time:2:25
word:with start_time:2:25 end_time:2:25
word:to start_time:2:25 end_time:2:25
word:move start_time:2:25 end_time:2:25
word:it start_time:2:25 end_time:2:26
word:I start_time:2:27 end_time:2:27
word:don't start_time:2:27 end_time:2:28
word:know start_time:2:28 end_time:2:28
word:7 start_time:2:28 end_time:2:28
word:meters start_time:2:28 end_time:2:29
word:7M start_time:2:30 end_time:2:31
word:so start_time:2:31 end_time:2:32
word:the start_time:2:32 end_time:2:32
word:work start_time:2:32 end_time:2:32
word:that start_time:2:32 end_time:2:33
word:I start_time:2:33 end_time:2:33
word:applied start_time:2:33 end_time:2:33
word:to start_time:2:33 end_time:2:33
word:that start_time:2:33 end_time:2:33
word:block start_time:2:33 end_time:2:34
word:or start_time:2:34 end_time:2:35
word:the start_time:2:35 end_time:2:35
word:energy start_time:2:35 end_time:2:35
word:that start_time:2:35 end_time:2:35
word:I start_time:2:35 end_time:2:36
word:transferred start_time:2:36 end_time:2:36
word:to start_time:2:36 end_time:2:37
word:that start_time:2:37 end_time:2:37
word:block start_time:2:37 end_time:2:37
word:the start_time:2:39 end_time:2:39
word:work start_time:2:39 end_time:2:39
word:is start_time:2:41 end_time:2:42
word:equal start_time:2:42 end_time:2:42
word:to start_time:2:42 end_time:2:42
word:the start_time:2:42 end_time:2:42
word:force start_time:2:42 end_time:2:43
word:which start_time:2:43 end_time:2:43
word:is start_time:2:43 end_time:2:43
word:10 start_time:2:43 end_time:2:43
word:Newtons start_time:2:43 end_time:2:44
word:to start_time:2:44 end_time:2:45
word:newtons start_time:2:45 end_time:2:45
word:x start_time:2:45 end_time:2:46
word:a start_time:2:46 end_time:2:46
word:distance start_time:2:46 end_time:2:46
word:x start_time:2:46 end_time:2:47
word:7 start_time:2:47 end_time:2:47
word:and start_time:2:49 end_time:2:49
word:that start_time:2:49 end_time:2:49
word:it start_time:2:49 end_time:2:49
word:would start_time:2:49 end_time:2:49
word:equal start_time:2:49 end_time:2:50
word:7010 start_time:2:50 end_time:2:51
word:* start_time:2:51 end_time:2:51
word:7 start_time:2:51 end_time:2:51
word:newton start_time:2:51 end_time:2:52
word:meters start_time:2:52 end_time:2:53
word:so start_time:2:53 end_time:2:54
word:newton start_time:2:54 end_time:2:54
word:meters start_time:2:54 end_time:2:55
word:is start_time:2:55 end_time:2:55
word:one start_time:2:55 end_time:2:56
word:one start_time:2:56 end_time:2:57
word:by start_time:2:57 end_time:2:58
word:Guess start_time:2:58 end_time:2:58
word:way start_time:2:58 end_time:2:59
word:of start_time:2:59 end_time:2:59
word:of start_time:2:59 end_time:2:59
word:describing start_time:2:59 end_time:3:0
word:work start_time:3:0 end_time:3:0
word:and start_time:3:0 end_time:3:0
word:this start_time:3:0 end_time:3:0
word:is start_time:3:0 end_time:3:0
word:also start_time:3:0 end_time:3:1
word:defined start_time:3:1 end_time:3:1
word:as start_time:3:1 end_time:3:2
word:one start_time:3:2 end_time:3:2
word:joule start_time:3:2 end_time:3:2
word:and start_time:3:2 end_time:3:4
word:I'll start_time:3:4 end_time:3:4
word:do start_time:3:4 end_time:3:4
word:another start_time:3:4 end_time:3:4
word:presentation start_time:3:4 end_time:3:4
word:on start_time:3:4 end_time:3:5
word:all start_time:3:5 end_time:3:5
word:of start_time:3:5 end_time:3:5
word:the start_time:3:5 end_time:3:5
word:things start_time:3:5 end_time:3:5
word:that start_time:3:5 end_time:3:5
word:the start_time:3:5 end_time:3:6
word:jewel start_time:3:6 end_time:3:6
word:did start_time:3:6 end_time:3:6
word:but start_time:3:6 end_time:3:7
word:jewel start_time:3:7 end_time:3:7
word:is start_time:3:7 end_time:3:8
word:a start_time:3:8 end_time:3:8
word:unit start_time:3:8 end_time:3:8
word:of start_time:3:8 end_time:3:8
word:work start_time:3:8 end_time:3:8
word:and start_time:3:8 end_time:3:9
word:also start_time:3:9 end_time:3:9
word:the start_time:3:9 end_time:3:9
word:unit start_time:3:9 end_time:3:10
word:of start_time:3:10 end_time:3:10
word:energy start_time:3:10 end_time:3:10
word:and start_time:3:10 end_time:3:10
word:they're start_time:3:10 end_time:3:10
word:kind start_time:3:10 end_time:3:11
word:of start_time:3:11 end_time:3:11
word:transferable start_time:3:11 end_time:3:12
word:because start_time:3:12 end_time:3:13
word:if start_time:3:13 end_time:3:13
word:we start_time:3:13 end_time:3:13
word:look start_time:3:13 end_time:3:13
word:at start_time:3:13 end_time:3:13
word:the start_time:3:13 end_time:3:13
word:definitions start_time:3:13 end_time:3:13
word:of start_time:3:13 end_time:3:14
word:Wikipedia start_time:3:14 end_time:3:14
word:gave start_time:3:14 end_time:3:14
word:us start_time:3:14 end_time:3:14
word:work start_time:3:14 end_time:3:15
word:is start_time:3:15 end_time:3:15
word:energy start_time:3:15 end_time:3:16
word:transferred start_time:3:16 end_time:3:16
word:by start_time:3:16 end_time:3:16
word:a start_time:3:16 end_time:3:16
word:force start_time:3:16 end_time:3:16
word:and start_time:3:16 end_time:3:17
word:energy start_time:3:17 end_time:3:17
word:is start_time:3:17 end_time:3:18
word:the start_time:3:18 end_time:3:18
word:ability start_time:3:18 end_time:3:18
word:to start_time:3:18 end_time:3:18
word:do start_time:3:18 end_time:3:18
word:so start_time:3:18 end_time:3:20
word:I'll start_time:3:20 end_time:3:20
word:leave start_time:3:20 end_time:3:20
word:these start_time:3:20 end_time:3:21
word:this start_time:3:21 end_time:3:21
word:relatively start_time:3:21 end_time:3:22
word:circular start_time:3:22 end_time:3:22
word:definition start_time:3:22 end_time:3:23
word:definition start_time:3:23 end_time:3:25
word:which start_time:3:25 end_time:3:26
word:I start_time:3:26 end_time:3:26
word:think start_time:3:26 end_time:3:26
word:helps start_time:3:26 end_time:3:26
word:us start_time:3:26 end_time:3:26
word:a start_time:3:26 end_time:3:26
word:little start_time:3:26 end_time:3:26
word:bit start_time:3:26 end_time:3:27
word:more start_time:3:27 end_time:3:27
word:to start_time:3:27 end_time:3:28
word:understand start_time:3:28 end_time:3:29
word:the start_time:3:29 end_time:3:29
word:types start_time:3:29 end_time:3:29
word:of start_time:3:29 end_time:3:29
word:work start_time:3:29 end_time:3:30
word:we start_time:3:30 end_time:3:30
word:can start_time:3:30 end_time:3:30
word:do start_time:3:30 end_time:3:30
word:and start_time:3:30 end_time:3:31
word:then start_time:3:31 end_time:3:31
word:what start_time:3:31 end_time:3:31
word:kind start_time:3:31 end_time:3:31
word:of start_time:3:31 end_time:3:32
word:energy start_time:3:32 end_time:3:32
word:we start_time:3:32 end_time:3:32
word:are start_time:3:32 end_time:3:32
word:actually start_time:3:32 end_time:3:33
word:are start_time:3:33 end_time:3:33
word:transferring start_time:3:33 end_time:3:34
word:to start_time:3:34 end_time:3:34
word:an start_time:3:34 end_time:3:35
word:object start_time:3:35 end_time:3:35
word:when start_time:3:35 end_time:3:35
word:you start_time:3:35 end_time:3:35
word:do start_time:3:35 end_time:3:35
word:that start_time:3:35 end_time:3:36
word:type start_time:3:36 end_time:3:36
word:of start_time:3:36 end_time:3:36
word:work start_time:3:36 end_time:3:36
word:do start_time:3:39 end_time:3:39
word:some start_time:3:39 end_time:3:39
word:examples start_time:3:39 end_time:3:40
word:let's start_time:3:42 end_time:3:43
word:say start_time:3:43 end_time:3:43
word:I start_time:3:43 end_time:3:43
word:have start_time:3:43 end_time:3:43
word:a start_time:3:43 end_time:3:44
word:block start_time:3:44 end_time:3:44
word:I start_time:3:48 end_time:3:49
word:have start_time:3:49 end_time:3:49
word:a start_time:3:49 end_time:3:49
word:block start_time:3:49 end_time:3:50
word:of start_time:3:50 end_time:3:50
word:mass start_time:3:50 end_time:3:50
word:m start_time:3:50 end_time:3:51
word:I start_time:3:53 end_time:3:53
word:have start_time:3:53 end_time:3:53
word:a start_time:3:53 end_time:3:53
word:block start_time:3:53 end_time:3:54
word:of start_time:3:54 end_time:3:54
word:mass start_time:3:54 end_time:3:54
word:m start_time:3:54 end_time:3:54
word:starts start_time:3:54 end_time:3:55
word:at start_time:3:55 end_time:3:56
word:rest start_time:3:56 end_time:3:56
word:and start_time:3:56 end_time:3:56
word:then start_time:3:56 end_time:3:57
word:I start_time:3:57 end_time:3:57
word:apply start_time:3:57 end_time:3:58
word:Force start_time:3:58 end_time:3:58
word:what's start_time:4:0 end_time:4:0
word:a start_time:4:0 end_time:4:0
word:apply start_time:4:0 end_time:4:0
word:Force start_time:4:0 end_time:4:1
word:f start_time:4:2 end_time:4:3
word:for start_time:4:4 end_time:4:4
word:a start_time:4:4 end_time:4:4
word:distance start_time:4:4 end_time:4:5
word:or start_time:4:7 end_time:4:8
word:distance start_time:4:8 end_time:4:8
word:off start_time:4:8 end_time:4:8
word:I start_time:4:8 end_time:4:8
word:think start_time:4:8 end_time:4:9
word:you start_time:4:9 end_time:4:9
word:can start_time:4:9 end_time:4:9
word:guess start_time:4:9 end_time:4:9
word:what start_time:4:9 end_time:4:9
word:the start_time:4:9 end_time:4:9
word:distance start_time:4:9 end_time:4:10
word:I'm start_time:4:10 end_time:4:10
word:going start_time:4:10 end_time:4:10
word:to start_time:4:10 end_time:4:10
word:apply start_time:4:10 end_time:4:10
word:it start_time:4:10 end_time:4:10
word:is start_time:4:10 end_time:4:11
word:for start_time:4:11 end_time:4:11
word:distance start_time:4:11 end_time:4:12
word:of start_time:4:12 end_time:4:12
word:D start_time:4:12 end_time:4:12
word:so start_time:4:12 end_time:4:13
word:I'm start_time:4:13 end_time:4:14
word:I'm start_time:4:14 end_time:4:14
word:pushing start_time:4:14 end_time:4:15
word:on start_time:4:15 end_time:4:15
word:this start_time:4:15 end_time:4:15
word:block start_time:4:15 end_time:4:15
word:with start_time:4:15 end_time:4:15
word:a start_time:4:15 end_time:4:16
word:force start_time:4:16 end_time:4:16
word:of start_time:4:16 end_time:4:16
word:f start_time:4:16 end_time:4:16
word:for start_time:4:16 end_time:4:17
word:distance start_time:4:17 end_time:4:18
word:of start_time:4:18 end_time:4:18
word:D start_time:4:18 end_time:4:18
word:and start_time:4:18 end_time:4:18
word:what start_time:4:18 end_time:4:19
word:I start_time:4:19 end_time:4:19
word:want start_time:4:19 end_time:4:19
word:to start_time:4:19 end_time:4:19
word:figure start_time:4:19 end_time:4:19
word:out start_time:4:19 end_time:4:19
word:as start_time:4:19 end_time:4:20
word:well start_time:4:20 end_time:4:20
word:we start_time:4:20 end_time:4:21
word:know start_time:4:21 end_time:4:21
word:what start_time:4:21 end_time:4:21
word:the start_time:4:21 end_time:4:21
word:work start_time:4:21 end_time:4:21
word:is start_time:4:21 end_time:4:21
word:the start_time:4:21 end_time:4:22
word:I start_time:4:22 end_time:4:22
word:mean start_time:4:22 end_time:4:22
word:by start_time:4:22 end_time:4:23
word:definition start_time:4:23 end_time:4:23
word:whoops start_time:4:23 end_time:4:24
word:work start_time:4:24 end_time:4:24
word:is start_time:4:24 end_time:4:25
word:equal start_time:4:25 end_time:4:25
word:to start_time:4:25 end_time:4:25
word:this start_time:4:25 end_time:4:25
word:force start_time:4:25 end_time:4:26
word:x start_time:4:26 end_time:4:27
word:distance start_time:4:27 end_time:4:27
word:that start_time:4:27 end_time:4:28
word:I'm start_time:4:28 end_time:4:28
word:applying start_time:4:28 end_time:4:28
word:the start_time:4:28 end_time:4:29
word:block start_time:4:29 end_time:4:29
word:that start_time:4:29 end_time:4:30
word:I'm start_time:4:30 end_time:4:30
word:pushed start_time:4:30 end_time:4:30
word:that start_time:4:30 end_time:4:30
word:I'm start_time:4:30 end_time:4:30
word:pushing start_time:4:30 end_time:4:31
word:the start_time:4:31 end_time:4:31
word:block start_time:4:31 end_time:4:31
word:what start_time:4:31 end_time:4:32
word:is start_time:4:32 end_time:4:32
word:the start_time:4:32 end_time:4:32
word:velocity start_time:4:32 end_time:4:32
word:going start_time:4:32 end_time:4:33
word:to start_time:4:33 end_time:4:33
word:be start_time:4:33 end_time:4:33
word:of start_time:4:33 end_time:4:34
word:this start_time:4:34 end_time:4:34
word:block start_time:4:34 end_time:4:34
word:over start_time:4:34 end_time:4:35
word:here start_time:4:35 end_time:4:35
word:right start_time:4:35 end_time:4:36
word:it's start_time:4:36 end_time:4:37
word:going start_time:4:37 end_time:4:37
word:to start_time:4:37 end_time:4:37
word:be start_time:4:37 end_time:4:37
word:something start_time:4:37 end_time:4:37
word:something start_time:4:37 end_time:4:38
word:somewhat start_time:4:38 end_time:4:38
word:faster start_time:4:38 end_time:4:39
word:right start_time:4:39 end_time:4:39
word:because start_time:4:39 end_time:4:39
word:Force start_time:4:39 end_time:4:40
word:isn't start_time:4:40 end_time:4:40
word:and start_time:4:40 end_time:4:41
word:I'm start_time:4:41 end_time:4:41
word:assuming start_time:4:41 end_time:4:41
word:that start_time:4:41 end_time:4:41
